offloading_level,onset_time_ms,developmental_profile,seed,subject_id,ODI,PDI,CLI,AEI,final_synaptic_density,density_change,final_firing_rate_e,final_firing_rate_i,mean_active_weight,n_active_synapses,total_spikes_e,mean_neuromodulation,final_offloading,mean_gamma
0.0,3000.0,ENFANCE_PRECOCE,46,ENFANCE_PRECOCE_0.0_3000.0_4,0.0,0.20770927996150648,0.0,0.24806531133589607,0.31396557989352875,0.05,15.355231990497156,13.595630074021587,0.46890511347095576,15268,37426,1.0,0.0,2.0
0.0,3000.0,ADOLESCENCE_PRECOCE,42,ADOLESCENCE_PRECOCE_0.0_3000.0_0,0.0,0.11250418174602905,0.0,0.5991178454451127,0.26956066994719874,0.05,13.545550160865249,11.875990023519806,0.44782631608594153,15622,44478,1.0,0.0,1.2
0.0,3000.0,ADOLESCENCE_PRECOCE,43,ADOLESCENCE_PRECOCE_0.0_3000.0_1,0.0,0.1636640191700703,0.0,0.4247642748838019,0.24458887563173767,0.05,16.489380832600617,11.017907678480558,0.4286993860240282,13752,55298,1.0,0.0,1.2
0.0,3000.0,ADOLESCENCE_PRECOCE,44,ADOLESCENCE_PRECOCE_0.0_3000.0_2,0.0,0.14257063041320048,0.0,0.45528973694979125,0.22184558239783833,0.05,18.191942270320933,12.878399313754075,0.48233631034917435,17688,42564,1.0,0.0,1.2
0.0,3000.0,ADOLESCENCE_PRECOCE,45,ADOLESCENCE_PRECOCE_0.0_3000.0_3,0.0,0.11547210690420878,0.0,0.4198250017723764,0.2333658779639518,0.05,15.368006656582905,11.168724146535348,0.49004621411722726,15018,50280,1.0,0.0,1.2
0.0,3000.0,ADOLESCENCE_PRECOCE,46,ADOLESCENCE_PRECOCE_0.0_3000.0_4,0.0,0.08555889446564967,0.0,0.5034576640006699,0.2549966689184012,0.05,13.992618152207182,11.246235873427256,0.4473654431300568,16076,49300,1.0,0.0,1.2
0.0,3000.0,ADULTE_JEUNE,42,ADULTE_JEUNE_0.0_3000.0_0,0.0,0.04474699385618065,0.0,0.7599645924729035,0.24021002807464467,0.05,15.197496268520952,11.155337618421235,0.5091979950984082,16991,51398,1.0,0.0,0.8
0.0,3000.0,ADULTE_JEUNE,43,ADULTE_JEUNE_0.0_3000.0_1,0.0,0.062413763421538856,0.0,0.7452067614872906,0.24521705062463356,0.05,15.931570732578074,10.911948930988348,0.5065426225272007,17652,49468,1.0,0.0,0.8
0.0,3000.0,ADULTE_JEUNE,44,ADULTE_JEUNE_0.0_3000.0_2,0.0,0.06375943992539297,0.0,0.8757253799423108,0.25878076187593263,0.05,14.616535479669471,12.355087145467847,0.5773712424754068,17027,41298,1.0,0.0,0.8
0.0,3000.0,ADULTE_JEUNE,45,ADULTE_JEUNE_0.0_3000.0_3,0.0,0.05777130939868379,0.0,0.760188069728928,0.25133467455730174,0.05,14.167889584684028,15.065681423463028,0.5668789394211903,13421,50893,1.0,0.0,0.8
0.0,3000.0,ADULTE_JEUNE,46,ADULTE_JEUNE_0.0_3000.0_4,0.0,0.0756178141215426,0.0,0.7088133188364119,0.1934999931414513,0.05,13.483255758116012,11.541474181248265,0.3637982961899761,15175,59578,1.0,0.0,0.8
0.0,5000.0,ENFANCE_PRECOCE,42,ENFANCE_PRECOCE_0.0_5000.0_0,0.0,0.17578006877242766,0.0,0.3047143853530386,0.2562814386299879,0.05,14.010553996753178,12.596423132244587,0.3947391808784109,15314,45463,1.0,0.0,2.0
0.0,5000.0,ENFANCE_PRECOCE,43,ENFANCE_PRECOCE_0.0_5000.0_1,0.0,0.19496836711773732,0.0,0.2577427698382638,0.2721646764013572,0.05,14.3583962971006,13.119709948735814,0.5109349367931522,13840,50103,1.0,0.0,2.0
0.0,5000.0,ENFANCE_PRECOCE,44,ENFANCE_PRECOCE_0.0_5000.0_2,0.0,0.17014891630614742,0.0,0.30236621309854805,0.2448985224601697,0.05,13.149448164391945,12.195193093520906,0.4827324485183543,15771,48909,1.0,0.0,2.0
0.0,5000.0,ENFANCE_PRECOCE,45,ENFANCE_PRECOCE_0.0_5000.0_3,0.0,0.1689880850533753,0.0,0.29427225894901254,0.28538229400089443,0.05,14.559988299435249,11.468353144314662,0.5632727189266082,16121,58428,1.0,0.0,2.0
0.0,5000.0,ENFANCE_PRECOCE,46,ENFANCE_PRECOCE_0.0_5000.0_4,0.0,0.19435833204700917,0.0,0.3083777166363209,0.24318424616035034,0.05,14.326421467989881,12.440150572304104,0.5292867981364163,14237,45529,1.0,0.0,2.0
0.0,5000.0,ADOLESCENCE_PRECOCE,42,ADOLESCENCE_PRECOCE_0.0_5000.0_0,0.0,0.13276214632995748,0.0,0.526673103135707,0.2710894822352169,0.05,14.755046403407952,10.978924207679254,0.5117951309837646,14265,51290,1.0,0.0,1.2
0.0,5000.0,ADOLESCENCE_PRECOCE,43,ADOLESCENCE_PRECOCE_0.0_5000.0_1,0.0,0.1297014296935652,0.0,0.577262763630476,0.2504633182814157,0.05,15.451792792244486,12.051835735054,0.5340130720933655,14797,45172,1.0,0.0,1.2
0.0,5000.0,ADOLESCENCE_PRECOCE,44,ADOLESCENCE_PRECOCE_0.0_5000.0_2,0.0,0.09835468218868348,0.0,0.5041211239440739,0.2675156731767039,0.05,15.92253626521215,12.224862323990902,0.605873942169971,15421,54327,1.0,0.0,1.2
0.0,5000.0,ADOLESCENCE_PRECOCE,45,ADOLESCENCE_PRECOCE_0.0_5000.0_3,0.0,0.1194854536589671,0.0,0.47016761025444864,0.2873344102835617,0.05,15.431919054646302,10.882179421835671,0.5206338920108566,17275,43664,1.0,0.0,1.2
0.0,5000.0,ADOLESCENCE_PRECOCE,46,ADOLESCENCE_PRECOCE_0.0_5000.0_4,0.0,0.13036982350662116,0.0,0.5288886870325645,0.2538703144795164,0.05,18.668166056816734,11.032032635457147,0.5226546892859208,17495,45234,1.0,0.0,1.2
0.0,5000.0,ADULTE_JEUNE,42,ADULTE_JEUNE_0.0_5000.0_0,0.0,0.05943743257739882,0.0,0.7120402731896454,0.2942759529459231,0.05,17.407867728741493,12.48513856791892,0.5572503310491882,16611,55926,1.0,0.0,0.8
0.0,5000.0,ADULTE_JEUNE,43,ADULTE_JEUNE_0.0_5000.0_1,0.0,0.057903668291391736,0.0,0.6848036486674103,0.2560312981017232,0.05,13.519905963050537,14.072533851352567,0.49008984644394843,16557,48212,1.0,0.0,0.8
0.0,5000.0,ADULTE_JEUNE,44,ADULTE_JEUNE_0.0_5000.0_2,0.0,0.05493554559281505,0.0,0.7918116229019213,0.2504028762367909,0.05,17.29897334804677,12.462454809632515,0.37262915606368574,15283,44798,1.0,0.0,0.8
0.0,5000.0,ADULTE_JEUNE,45,ADULTE_JEUNE_0.0_5000.0_3,0.0,0.06330613829097434,0.0,0.7156854540077296,0.19508449905923134,0.05,14.902187460601228,11.364411453415421,0.5238248368700748,15856,51809,1.0,0.0,0.8
0.0,5000.0,ADULTE_JEUNE,46,ADULTE_JEUNE_0.0_5000.0_4,0.0,0.05650329069787895,0.0,0.685473512196732,0.2218669079591192,0.05,15.771497339006292,10.330855441574945,0.41678770087182226,13194,52792,1.0,0.0,0.8
0.3,1000.0,ENFANCE_PRECOCE,42,ENFANCE_PRECOCE_0.3_1000.0_0,0.05416505880733592,0.36752410920555045,0.2328897983660435,0.2354247499454944,0.27103170352519457,0.05,11.958070288943844,13.087556594081672,0.51490095724745,18504,42060,0.856,0.3,2.0
0.3,1000.0,ENFANCE_PRECOCE,43,ENFANCE_PRECOCE_0.3_1000.0_1,0.05020298368264065,0.33111980849970535,0.19241995879377777,0.22112601656864103,0.3460546754256243,0.05,12.293962757133828,10.68307451820717,0.5425072307615091,17232,51605,0.856,0.3,2.0
0.3,1000.0,ENFANCE_PRECOCE,44,ENFANCE_PRECOCE_0.3_1000.0_2,0.06048700356142141,0.31375498884186787,0.22948632869460536,0.18794649857059048,0.30396230412069647,0.05,14.509801309319167,12.370844404825272,0.5861496097300899,16019,42613,0.856,0.3,2.0
0.3,1000.0,ENFANCE_PRECOCE,45,ENFANCE_PRECOCE_0.3_1000.0_3,0.05066822641471895,0.309264069558339,0.23218679220191604,0.16970587266111908,0.31154390793982806,0.05,12.619026990449964,11.101221515861699,0.48111937789804116,14485,41927,0.856,0.3,2.0
0.3,1000.0,ENFANCE_PRECOCE,46,ENFANCE_PRECOCE_0.3_1000.0_4,0.05346226052803348,0.3504636358962478,0.1961179527178808,0.22868915198269876,0.35181318451988625,0.05,14.467597569760102,11.444712777893256,0.5909329357778903,15042,42810,0.856,0.3,2.0
0.3,1000.0,ADOLESCENCE_PRECOCE,42,ADOLESCENCE_PRECOCE_0.3_1000.0_0,0.04489152778046773,0.28060185603037924,0.2316908068859255,0.4710267921939904,0.26262176657097724,0.05,14.294110301785913,10.892951413353803,0.5476620759605921,15472,48029,0.856,0.3,1.2
0.3,1000.0,ADOLESCENCE_PRECOCE,43,ADOLESCENCE_PRECOCE_0.3_1000.0_1,0.04594623555910442,0.2482523701188922,0.22443026191118967,0.39910644153973207,0.27684876355575844,0.05,13.39942167930963,10.908262287243447,0.5582128324060995,18471,44227,0.856,0.3,1.2
0.3,1000.0,ADOLESCENCE_PRECOCE,44,ADOLESCENCE_PRECOCE_0.3_1000.0_2,0.04700492309058545,0.19605488935111615,0.1682149282507719,0.49290538642558807,0.2704547367364388,0.05,15.080882925238841,8.566465601241184,0.4610731478471577,18949,45092,0.856,0.3,1.2
0.3,1000.0,ADOLESCENCE_PRECOCE,45,ADOLESCENCE_PRECOCE_0.3_1000.0_3,0.04725058635927314,0.22977355152407716,0.20478436108035344,0.3585410026187705,0.3208212529097592,0.05,14.714357807391462,10.878736903202286,0.48260198725309666,12882,36545,0.856,0.3,1.2
0.3,1000.0,ADOLESCENCE_PRECOCE,46,ADOLESCENCE_PRECOCE_0.3_1000.0_4,0.04515674841016671,0.22832434390521283,0.19367764963382386,0.38136903596389704,0.2768116964688002,0.05,12.904006486212074,9.317423126284412,0.5436001804489403,17013,42813,0.856,0.3,1.2
0.3,1000.0,ADULTE_JEUNE,42,ADULTE_JEUNE_0.3_1000.0_0,0.03799966006161163,0.12680225051720243,0.26069343733995665,0.5245981580530878,0.21444694622562444,0.05,13.944043833360533,10.223286973417476,0.5425730580632278,13989,46831,0.856,0.3,0.8
0.3,1000.0,ADULTE_JEUNE,43,ADULTE_JEUNE_0.3_1000.0_1,0.03760716377975224,0.12025919891258442,0.23214912580120864,0.4907946158621893,0.28564010182213556,0.05,15.391224035850298,12.293835902009508,0.5045113501849506,13901,37751,0.856,0.3,0.8
0.3,1000.0,ADULTE_JEUNE,44,ADULTE_JEUNE_0.3_1000.0_2,0.038516912794804854,0.1449326107705626,0.18898883302636843,0.6759315417045818,0.27088263631975606,0.05,12.510589867307196,11.444035976886163,0.5341562173830544,14761,40767,0.856,0.3,0.8
0.3,1000.0,ADULTE_JEUNE,45,ADULTE_JEUNE_0.3_1000.0_3,0.04534748736334849,0.13243458790616744,0.21669950589016304,0.645380506610939,0.31915770572181146,0.05,13.577363081899215,12.081376621892753,0.4530648853237976,13131,33783,0.856,0.3,0.8
0.3,1000.0,ADULTE_JEUNE,46,ADULTE_JEUNE_0.3_1000.0_4,0.04548013552497528,0.1189695497257997,0.18969711807054154,0.5569090225705375,0.26592015103783273,0.05,12.753676345803528,10.894257920888876,0.5312519479294924,17664,44858,0.856,0.3,0.8
0.3,3000.0,ENFANCE_PRECOCE,42,ENFANCE_PRECOCE_0.3_3000.0_0,0.04393908470216464,0.2985065611519811,0.20945587592116474,0.20956276415101213,0.3044841409112265,0.05,12.2536005277048,9.707710494586074,0.48178428997432077,18938,45497,0.856,0.3,2.0
0.3,3000.0,ENFANCE_PRECOCE,43,ENFANCE_PRECOCE_0.3_3000.0_1,0.04248415155908401,0.2783829953961399,0.22192565545355505,0.19865267250800694,0.3254517085606159,0.05,10.68287240796887,9.202397688689297,0.4202315280229834,17036,35112,0.856,0.3,2.0
0.3,3000.0,ENFANCE_PRECOCE,44,ENFANCE_PRECOCE_0.3_3000.0_2,0.04537992021505268,0.33724811084365003,0.2560561362380988,0.22460949655814724,0.32796054809695474,0.05,12.304327128923303,11.537540834559568,0.4145298623809045,17731,42555,0.856,0.3,2.0
0.3,3000.0,ENFANCE_PRECOCE,45,ENFANCE_PRECOCE_0.3_3000.0_3,0.04059874736068537,0.37316480257288587,0.22934124305685546,0.1923796717157627,0.3564336581889857,0.05,13.663504518385137,13.048187306113432,0.5155319858858783,12740,46966,0.856,0.3,2.0
0.3,3000.0,ENFANCE_PRECOCE,46,ENFANCE_PRECOCE_0.3_3000.0_4,0.04057245046877348,0.2576724023506758,0.2484994236569168,0.19880308583925954,0.2817811577614451,0.05,15.576825075118402,10.606033980353315,0.5401393910094218,18380,47842,0.856,0.3,2.0
0.3,3000.0,ADOLESCENCE_PRECOCE,42,ADOLESCENCE_PRECOCE_0.3_3000.0_0,0.04032806063241063,0.21875109451626332,0.24297664737171598,0.4493215238037115,0.2946700708621656,0.05,13.465127152967947,11.399380194772567,0.5754959337671475,17549,41180,0.856,0.3,1.2
0.3,3000.0,ADOLESCENCE_PRECOCE,43,ADOLESCENCE_PRECOCE_0.3_3000.0_1,0.047506683896564934,0.20221472337239976,0.23526158474489675,0.39751988888350853,0.3173938552559161,0.05,14.774293098286995,12.556450904095144,0.49021792958719185,14610,41963,0.856,0.3,1.2
0.3,3000.0,ADOLESCENCE_PRECOCE,44,ADOLESCENCE_PRECOCE_0.3_3000.0_2,0.036451487357355886,0.24031748878332868,0.2058054059435284,0.5050930868418192,0.26232915235559146,0.05,12.006601207248863,11.37884196432444,0.6109387251965835,16677,33269,0.856,0.3,1.2
0.3,3000.0,ADOLESCENCE_PRECOCE,45,ADOLESCENCE_PRECOCE_0.3_3000.0_3,0.035073775057258706,0.18705920363084078,0.21289922409525824,0.47625338358418695,0.34830638402815667,0.05,14.178737094303202,9.914522998901994,0.5089696716990061,17431,46773,0.856,0.3,1.2
0.3,3000.0,ADOLESCENCE_PRECOCE,46,ADOLESCENCE_PRECOCE_0.3_3000.0_4,0.041030045710403515,0.19572232510857626,0.22134059323355723,0.29769529774505954,0.27232863511804195,0.05,12.546624981764378,10.985940936483523,0.6707790277137473,13964,39988,0.856,0.3,1.2
0.3,3000.0,ADULTE_JEUNE,42,ADULTE_JEUNE_0.3_3000.0_0,0.036542109564148335,0.13177767139112456,0.24531393819826594,0.5753603193317836,0.27689457777874804,0.05,13.003436341362237,9.884711351579158,0.6031159851873228,15284,37621,0.856,0.3,0.8
0.3,3000.0,ADULTE_JEUNE,43,ADULTE_JEUNE_0.3_3000.0_1,0.032909016725370895,0.11107190785791973,0.23273757803401848,0.5400176145823526,0.20445345216664337,0.05,13.938696440203845,8.826762028795535,0.5388573583059717,14999,45137,0.856,0.3,0.8
0.3,3000.0,ADULTE_JEUNE,44,ADULTE_JEUNE_0.3_3000.0_2,0.035439623901754924,0.13168423628525738,0.1934159000590873,0.5415495523882952,0.2747719172510347,0.05,12.44090032318053,8.064560605968458,0.5770919429091406,11126,50318,0.856,0.3,0.8
0.3,3000.0,ADULTE_JEUNE,45,ADULTE_JEUNE_0.3_3000.0_3,0.034475680566020184,0.132694822104571,0.2681277510760172,0.6105922448565778,0.2788427434033542,0.05,12.050900991093773,11.71172647293202,0.6050519151275857,15479,43838,0.856,0.3,0.8
0.3,3000.0,ADULTE_JEUNE,46,ADULTE_JEUNE_0.3_3000.0_4,0.037236973976325284,0.11472585435161162,0.22260356782924426,0.7477068199029313,0.2676031798762571,0.05,13.326431278238712,10.220472471174258,0.49060387853271104,17984,46355,0.856,0.3,0.8
0.3,5000.0,ENFANCE_PRECOCE,42,ENFANCE_PRECOCE_0.3_5000.0_0,0.04732452238277146,0.2812992531572102,0.24006211510907324,0.1975104157407013,0.31690467427938745,0.05,13.757557236829438,11.693440523599483,0.5068600259100988,17562,32720,0.856,0.3,2.0
0.3,5000.0,ENFANCE_PRECOCE,43,ENFANCE_PRECOCE_0.3_5000.0_1,0.040407148926097626,0.3264934838994619,0.2235436266203427,0.21030949638513904,0.2698375843818544,0.05,16.170052338162076,11.645100801132052,0.550756511218481,14443,40671,0.856,0.3,2.0
0.3,5000.0,ENFANCE_PRECOCE,44,ENFANCE_PRECOCE_0.3_5000.0_2,0.03933422957382926,0.3552093858343546,0.17822249191932138,0.19424697347542,0.3273274003327289,0.05,14.314993299848764,11.442841557495184,0.5930472836456138,16051,50209,0.856,0.3,2.0
0.3,5000.0,ENFANCE_PRECOCE,45,ENFANCE_PRECOCE_0.3_5000.0_3,0.040264209921549256,0.31604819566772346,0.21582259051083313,0.1734808452279608,0.3076032900285272,0.05,14.017498820168568,11.930213760725554,0.5092002748702749,15394,48757,0.856,0.3,2.0
0.3,5000.0,ENFANCE_PRECOCE,46,ENFANCE_PRECOCE_0.3_5000.0_4,0.035352651755818455,0.36006930388613895,0.22332215719383358,0.25302648516714693,0.34826562120880394,0.05,14.378838274463323,9.927177865750965,0.5949644698818748,16676,32986,0.856,0.3,2.0
0.3,5000.0,ADOLESCENCE_PRECOCE,42,ADOLESCENCE_PRECOCE_0.3_5000.0_0,0.03333777845700288,0.2089641146446722,0.19924892536778954,0.3443258479950564,0.33030327755995187,0.05,12.59862418918614,13.049639796184177,0.5511442172246502,16990,40930,0.856,0.3,1.2
0.3,5000.0,ADOLESCENCE_PRECOCE,43,ADOLESCENCE_PRECOCE_0.3_5000.0_1,0.03599554692466698,0.2472556877065206,0.25641058202306705,0.34362554231296216,0.24407095921487948,0.05,12.574862172209041,11.868551712105214,0.4336640502061821,15873,42496,0.856,0.3,1.2
0.3,5000.0,ADOLESCENCE_PRECOCE,44,ADOLESCENCE_PRECOCE_0.3_5000.0_2,0.03604342317583993,0.22095051379990602,0.20412308292005216,0.4183070816192062,0.20363178968663603,0.05,11.969543414257997,10.357562290654082,0.6392139351679742,14485,32350,0.856,0.3,1.2
0.3,5000.0,ADOLESCENCE_PRECOCE,45,ADOLESCENCE_PRECOCE_0.3_5000.0_3,0.034629097689676834,0.21181844757363008,0.2083540065451435,0.4361429632194885,0.26441434559183297,0.05,14.613510359999216,11.98443461383529,0.5071206625620185,13900,42606,0.856,0.3,1.2
0.3,5000.0,ADOLESCENCE_PRECOCE,46,ADOLESCENCE_PRECOCE_0.3_5000.0_4,0.03846282658155544,0.2335718267592876,0.2504714134915177,0.350425407155862,0.3075339954902209,0.05,12.509019344315504,11.51849399058503,0.5971744282665372,16253,44371,0.856,0.3,1.2
0.3,5000.0,ADULTE_JEUNE,42,ADULTE_JEUNE_0.3_5000.0_0,0.036269669611509694,0.1172384928610431,0.20560898557778282,0.631935872427025,0.22406428781742727,0.05,16.211003379544692,10.079878719473388,0.41942221905014065,18365,36587,0.856,0.3,0.8
0.3,5000.0,ADULTE_JEUNE,43,ADULTE_JEUNE_0.3_5000.0_1,0.02820812416595577,0.11069377901182778,0.2775203655677584,0.6522413299475657,0.24247463479151815,0.05,14.229712155490095,11.246233632040793,0.5580923669605348,17718,43703,0.856,0.3,0.8
0.3,5000.0,ADULTE_JEUNE,44,ADULTE_JEUNE_0.3_5000.0_2,0.043321784969203525,0.11245506305636375,0.2048050519070662,0.7124059908672512,0.20215393683249638,0.05,12.954344704964972,9.066227743097619,0.47948466153473573,18118,31651,0.856,0.3,0.8
0.3,5000.0,ADULTE_JEUNE,45,ADULTE_JEUNE_0.3_5000.0_3,0.03176631025577872,0.10932017322292685,0.2179776474549054,0.5650675495658987,0.2674334493081209,0.05,13.65150544532083,10.905333267776115,0.5531486362572144,16165,47953,0.856,0.3,0.8
0.3,5000.0,ADULTE_JEUNE,46,ADULTE_JEUNE_0.3_5000.0_4,0.038563382365617356,0.12203411767781229,0.2505141205426248,0.5649147049936971,0.2847757447863311,0.05,14.639035798828395,11.44842639116156,0.5155323217068937,16180,39412,0.856,0.3,0.8
0.6,1000.0,ENFANCE_PRECOCE,42,ENFANCE_PRECOCE_0.6_1000.0_0,0.14877526052724524,0.4817060317604783,0.40886561002981014,0.1030365347713413,0.25849455967499174,0.05,13.45160130650968,10.543857533189257,0.5361708619183851,18107,44325,0.712,0.6,2.0
0.6,1000.0,ENFANCE_PRECOCE,43,ENFANCE_PRECOCE_0.6_1000.0_1,0.11935277491150645,0.5061258780296825,0.4405804314874023,0.11922478214096399,0.28066157873959613,0.05,11.511193391793755,10.682909507755856,0.4486203537954835,14192,41213,0.712,0.6,2.0
0.6,1000.0,ENFANCE_PRECOCE,44,ENFANCE_PRECOCE_0.6_1000.0_2,0.12422243313210879,0.4598811283933537,0.412650246445154,0.10844343038865446,0.21924479111323672,0.05,11.956609586950321,9.907535516913674,0.600829199540614,20152,38929,0.712,0.6,2.0
0.6,1000.0,ENFANCE_PRECOCE,45,ENFANCE_PRECOCE_0.6_1000.0_3,0.14734974255167207,0.5224512649480185,0.4308760664896538,0.08345366575038034,0.30986226403481565,0.05,12.469839788174621,8.822419676674954,0.46169200821329803,16136,39779,0.712,0.6,2.0
0.6,1000.0,ENFANCE_PRECOCE,46,ENFANCE_PRECOCE_0.6_1000.0_4,0.1012384979119343,0.44666484432295955,0.40685628857517875,0.11439996494905283,0.3684615309538429,0.05,12.224778533597082,8.85533920949004,0.6281919486279108,15609,39556,0.712,0.6,2.0
0.6,1000.0,ADOLESCENCE_PRECOCE,42,ADOLESCENCE_PRECOCE_0.6_1000.0_0,0.11745912428957207,0.34053628805540115,0.43083253035902247,0.2783848415238555,0.3038324763878243,0.05,13.201475572983046,9.72916992069229,0.4958904195278013,16079,37221,0.712,0.6,1.2
0.6,1000.0,ADOLESCENCE_PRECOCE,43,ADOLESCENCE_PRECOCE_0.6_1000.0_1,0.11434242651077488,0.40040666847020134,0.4513658717227704,0.3257285435210627,0.27665493797764457,0.05,11.12907047682687,7.04846636150842,0.7170753836714681,15955,39536,0.712,0.6,1.2
0.6,1000.0,ADOLESCENCE_PRECOCE,44,ADOLESCENCE_PRECOCE_0.6_1000.0_2,0.11066939535498302,0.3852359224205801,0.4378854358579091,0.25038641294686487,0.2714155936757053,0.05,9.632556349763854,9.782596504477944,0.5765378227461809,17045,30661,0.712,0.6,1.2
0.6,1000.0,ADOLESCENCE_PRECOCE,45,ADOLESCENCE_PRECOCE_0.6_1000.0_3,0.1335249366882013,0.3527372944891783,0.4410558630381901,0.2519619262541458,0.2745124360676405,0.05,10.814153318734764,10.625564417047121,0.6200876410766486,13867,38396,0.712,0.6,1.2
